Season,FlightDistance,FlightDuration,DepartureAirportCongestion,ArrivalAirportCongestion,DayOfWeek,TimeOfFlight,ScheduledDepartureTime,ActualDepartureTime,DepartureDelay,Temperature,Visibility,WindSpeed,WeatherEvent,Delayed
Autumn,9180,114,40,30,Wednesday,Afternoon,26/10/2024 07:00,26/10/2024 07:00,20,-5.916011757,6273,13.46798503,Adverse,0
Autumn,8544,559,4,48,Friday,Evening,26/10/2024 08:00,26/10/2024 08:00,119,0.88624494,4272,40.03319708,Adverse,1
Autumn,8738,595,47,35,Saturday,Afternoon,26/10/2024 09:00,26/10/2024 09:00,69,2.517013369,6234,22.693431,Clear,0
Winter,5373,221,31,22,Tuesday,Morning,26/10/2024 10:00,26/10/2024 10:00,84,31.58623157,7902,33.52702533,Clear,1
Spring,5306,218,28,38,Thursday,Morning,26/10/2024 11:00,26/10/2024 11:00,56,13.15997182,8612,15.91760111,Clear,0
Autumn,9092,247,11,31,Friday,Night,26/10/2024 12:00,26/10/2024 12:00,38,14.3414106,3492,19.06149764,Clear,0
Spring,6413,119,43,14,Thursday,Afternoon,26/10/2024 13:00,26/10/2024 13:00,87,36.74465233,7745,49.53562793,Clear,1
Spring,7624,378,1,24,Tuesday,Morning,26/10/2024 14:00,26/10/2024 14:00,32,21.85429444,5240,12.38085436,Clear,0
Summer,3657,270,49,49,Friday,Afternoon,26/10/2024 15:00,26/10/2024 15:00,58,34.93338508,3322,25.32281885,Adverse,1
Winter,890,465,47,32,Tuesday,Morning,26/10/2024 16:00,26/10/2024 16:00,17,12.82544277,6298,42.22011716,Clear,1
Autumn,4930,168,38,36,Monday,Evening,26/10/2024 17:00,26/10/2024 17:00,55,-2.528187074,2861,11.96116068,Clear,0
Summer,9320,135,24,32,Tuesday,Morning,26/10/2024 18:00,26/10/2024 18:00,91,36.4967797,7620,20.76068783,Clear,0
Summer,8186,373,47,15,Sunday,Night,26/10/2024 19:00,26/10/2024 19:00,56,12.93525578,5047,30.75456437,Adverse,1
Autumn,4732,176,31,43,Sunday,Evening,26/10/2024 20:00,26/10/2024 20:00,115,-0.918428906,8581,24.05940757,Adverse,1
Spring,8507,78,41,35,Thursday,Night,26/10/2024 21:00,26/10/2024 21:00,95,5.119787015,8320,22.97511333,Adverse,1
Summer,2021,491,46,3,Wednesday,Evening,26/10/2024 22:00,26/10/2024 22:00,75,-7.459870516,2098,18.12548657,Adverse,1
Spring,9518,409,26,16,Tuesday,Afternoon,26/10/2024 23:00,26/10/2024 23:00,47,13.41502957,6247,29.33231639,Clear,0
Winter,2000,242,49,5,Saturday,Night,27/10/2024 00:00,27/10/2024 00:00,41,32.6564086,2734,31.2186349,Clear,1
Spring,7237,172,5,21,Sunday,Morning,27/10/2024 01:00,27/10/2024 01:00,26,36.6790228,5663,32.66447705,Clear,1
Winter,3794,242,20,10,Wednesday,Afternoon,27/10/2024 02:00,27/10/2024 02:00,73,36.63011038,6909,3.518405395,Adverse,0
Spring,5585,540,41,19,Monday,Morning,27/10/2024 03:00,27/10/2024 03:00,109,-3.738498719,4416,31.55170879,Clear,0
Summer,2919,205,11,25,Friday,Evening,27/10/2024 04:00,27/10/2024 04:00,51,9.102694126,7302,47.66185894,Clear,1
Summer,9626,172,33,4,Friday,Evening,27/10/2024 05:00,27/10/2024 05:00,41,-8.588562017,8593,27.04931178,Clear,0
Winter,3542,535,38,29,Sunday,Morning,27/10/2024 06:00,27/10/2024 06:00,31,32.75826725,1680,35.76335413,Adverse,1
Autumn,4997,362,27,19,Wednesday,Morning,27/10/2024 07:00,27/10/2024 07:00,105,7.937788101,9163,27.83661539,Adverse,0
Winter,1966,177,34,43,Sunday,Afternoon,27/10/2024 08:00,27/10/2024 08:00,25,21.55585139,3070,42.73703093,Adverse,0
Winter,4061,220,15,2,Friday,Morning,27/10/2024 09:00,27/10/2024 09:00,24,25.7449219,7668,46.47915473,Clear,1
Spring,1114,460,32,10,Tuesday,Night,27/10/2024 10:00,27/10/2024 10:00,74,11.49223349,9001,9.210994965,Clear,1
Spring,5892,257,21,43,Wednesday,Night,27/10/2024 11:00,27/10/2024 11:00,22,5.322116828,3191,21.84300183,Clear,0
Winter,8193,319,46,25,Thursday,Morning,27/10/2024 12:00,27/10/2024 12:00,97,38.11064551,9859,19.61910505,Clear,1
Summer,9874,106,5,20,Tuesday,Night,27/10/2024 13:00,27/10/2024 13:00,56,38.22441125,8586,20.26075616,Adverse,0
Spring,3723,458,6,48,Tuesday,Morning,27/10/2024 14:00,27/10/2024 14:00,51,4.471818402,9872,6.276209061,Clear,0
Autumn,7638,137,38,19,Tuesday,Afternoon,27/10/2024 15:00,27/10/2024 15:00,103,13.98125484,3846,40.6807863,Adverse,1
Spring,3167,183,22,23,Thursday,Night,27/10/2024 16:00,27/10/2024 16:00,86,38.64220793,3463,1.788312151,Clear,1
Spring,8480,134,18,24,Monday,Night,27/10/2024 17:00,27/10/2024 17:00,92,-9.756579617,7837,26.41133039,Adverse,0
Autumn,630,196,14,11,Saturday,Morning,27/10/2024 18:00,27/10/2024 18:00,30,10.63391242,5922,33.0939194,Clear,0
Winter,3483,459,10,46,Sunday,Night,27/10/2024 19:00,27/10/2024 19:00,63,-4.977122516,5392,10.3734719,Clear,1
Autumn,4778,564,46,34,Friday,Evening,27/10/2024 20:00,27/10/2024 20:00,70,15.45789828,4183,45.2925096,Adverse,0
Winter,7626,559,13,28,Sunday,Afternoon,27/10/2024 21:00,27/10/2024 21:00,103,-8.766502273,4167,41.92746035,Adverse,1
Winter,8730,197,31,5,Wednesday,Afternoon,27/10/2024 22:00,27/10/2024 22:00,32,10.34492157,3997,23.55418647,Clear,1
Winter,8194,109,30,5,Monday,Night,27/10/2024 23:00,27/10/2024 23:00,84,1.034953739,7521,20.55744662,Clear,0
Autumn,7140,313,3,21,Wednesday,Night,28/10/2024 00:00,28/10/2024 00:00,1,16.66541812,4227,11.82839626,Clear,1
Winter,5968,485,30,12,Sunday,Evening,28/10/2024 01:00,28/10/2024 01:00,17,39.79968246,7564,36.49966123,Adverse,1
Summer,1420,361,6,4,Friday,Evening,28/10/2024 02:00,28/10/2024 02:00,46,30.02680526,3024,6.587189982,Clear,0
Autumn,8064,408,29,49,Thursday,Night,28/10/2024 03:00,28/10/2024 03:00,32,32.28210458,1329,34.01188769,Adverse,0
Summer,9184,108,8,42,Sunday,Night,28/10/2024 04:00,28/10/2024 04:00,100,21.76324937,3486,42.12284931,Clear,0
Winter,9823,133,44,20,Tuesday,Evening,28/10/2024 05:00,28/10/2024 05:00,97,-7.922007586,2155,11.4235788,Clear,1
Spring,9002,320,45,38,Sunday,Morning,28/10/2024 06:00,28/10/2024 06:00,83,0.339883802,5477,43.32137014,Clear,1
Winter,9430,415,43,25,Tuesday,Evening,28/10/2024 07:00,28/10/2024 07:00,34,36.25322782,3185,1.666159972,Clear,0
Summer,3741,319,44,14,Thursday,Morning,28/10/2024 08:00,28/10/2024 08:00,50,8.305655896,8086,45.63936927,Adverse,0
Summer,1045,354,33,11,Sunday,Afternoon,28/10/2024 09:00,28/10/2024 09:00,113,-4.818163676,3317,5.918111393,Adverse,0
Autumn,4846,372,17,32,Monday,Afternoon,28/10/2024 10:00,28/10/2024 10:00,117,25.12026829,4621,32.2879589,Clear,1
Spring,4310,241,48,11,Monday,Evening,28/10/2024 11:00,28/10/2024 11:00,17,4.972886197,5491,12.50412345,Clear,0
Autumn,7706,423,11,18,Wednesday,Morning,28/10/2024 12:00,28/10/2024 12:00,109,3.442845645,3511,41.82761956,Clear,1
Summer,9505,247,13,27,Thursday,Evening,28/10/2024 13:00,28/10/2024 13:00,87,39.89887278,8842,25.61501805,Adverse,0
Winter,2532,467,11,18,Monday,Evening,28/10/2024 14:00,28/10/2024 14:00,71,32.90694625,9641,6.762059562,Clear,1
Spring,8936,473,31,23,Sunday,Morning,28/10/2024 15:00,28/10/2024 15:00,29,10.39689092,8848,28.54957857,Adverse,1
Winter,771,401,28,11,Thursday,Evening,28/10/2024 16:00,28/10/2024 16:00,43,39.01306039,6404,20.39413051,Adverse,1
Winter,4011,279,44,21,Friday,Afternoon,28/10/2024 17:00,28/10/2024 17:00,52,22.50566117,6393,33.07239083,Adverse,0
Spring,2271,222,6,44,Tuesday,Night,28/10/2024 18:00,28/10/2024 18:00,9,27.10112259,2293,44.09516424,Adverse,1
Autumn,9954,279,41,5,Sunday,Night,28/10/2024 19:00,28/10/2024 19:00,86,-8.424347846,3465,20.46945656,Clear,0
Winter,4861,329,16,23,Tuesday,Evening,28/10/2024 20:00,28/10/2024 20:00,51,-3.919737033,4175,14.49403398,Clear,0
Summer,7569,459,4,41,Tuesday,Morning,28/10/2024 21:00,28/10/2024 21:00,48,21.65425632,8849,0.725754726,Adverse,1
Winter,1420,241,35,25,Thursday,Morning,28/10/2024 22:00,28/10/2024 22:00,10,34.95119913,9444,28.74195189,Clear,1
Spring,8690,264,48,41,Thursday,Afternoon,28/10/2024 23:00,28/10/2024 23:00,65,21.1871863,9210,20.11373837,Clear,0
Spring,3930,287,26,10,Wednesday,Morning,29/10/2024 00:00,29/10/2024 00:00,57,-3.298755284,3759,18.73246095,Clear,0
Spring,4935,309,12,22,Tuesday,Morning,29/10/2024 01:00,29/10/2024 01:00,89,-4.211997688,6255,9.146766064,Adverse,1
Autumn,4260,500,11,19,Wednesday,Afternoon,29/10/2024 02:00,29/10/2024 02:00,35,32.20929479,9414,21.50276726,Clear,1
Winter,2550,592,37,1,Tuesday,Evening,29/10/2024 03:00,29/10/2024 03:00,32,-3.034883065,1002,49.22209768,Clear,0
Autumn,1665,255,25,7,Wednesday,Night,29/10/2024 04:00,29/10/2024 04:00,46,16.01159803,9130,14.88770768,Clear,1
Autumn,9067,578,18,4,Wednesday,Afternoon,29/10/2024 05:00,29/10/2024 05:00,12,-8.144334002,2259,29.98522067,Clear,0
Spring,2533,129,19,1,Friday,Evening,29/10/2024 06:00,29/10/2024 06:00,39,-5.96651163,9190,38.82434407,Clear,1
Spring,6967,458,23,15,Wednesday,Afternoon,29/10/2024 07:00,29/10/2024 07:00,88,23.61741338,5323,37.45789116,Clear,1
Autumn,645,262,38,40,Thursday,Evening,29/10/2024 08:00,29/10/2024 08:00,67,24.45907052,6773,16.43871437,Clear,0
Winter,4888,207,18,12,Wednesday,Afternoon,29/10/2024 09:00,29/10/2024 09:00,41,7.07347033,3568,30.54300418,Clear,1
Summer,8332,531,26,22,Tuesday,Evening,29/10/2024 10:00,29/10/2024 10:00,18,0.780488262,2885,43.56323426,Clear,0
Autumn,9123,258,6,22,Wednesday,Afternoon,29/10/2024 11:00,29/10/2024 11:00,81,30.68551354,8060,0.772371387,Clear,1
Winter,9396,485,4,47,Monday,Evening,29/10/2024 12:00,29/10/2024 12:00,100,0.855161473,8844,21.78671784,Adverse,1
Spring,8673,551,44,17,Saturday,Afternoon,29/10/2024 13:00,29/10/2024 13:00,93,17.10135348,7111,11.21367091,Clear,1
Spring,3132,201,29,29,Tuesday,Night,29/10/2024 14:00,29/10/2024 14:00,18,38.41044204,3338,19.43161452,Adverse,0
Winter,4994,372,34,46,Monday,Night,29/10/2024 15:00,29/10/2024 15:00,57,-2.607378107,4758,20.7994804,Clear,0
Summer,8556,224,17,14,Tuesday,Morning,29/10/2024 16:00,29/10/2024 16:00,22,37.04381337,5810,37.33354824,Adverse,0
Spring,8011,373,43,20,Thursday,Evening,29/10/2024 17:00,29/10/2024 17:00,53,-0.855347347,7791,4.69109362,Adverse,1
Spring,9655,80,43,48,Saturday,Afternoon,29/10/2024 18:00,29/10/2024 18:00,79,18.3721604,8171,25.62919516,Clear,1
Spring,2328,141,16,33,Saturday,Evening,29/10/2024 19:00,29/10/2024 19:00,64,8.850385598,3731,28.20973959,Adverse,1
Winter,9630,190,2,43,Thursday,Night,29/10/2024 20:00,29/10/2024 20:00,11,38.24643008,1869,24.70788018,Adverse,0
Autumn,5305,364,34,15,Saturday,Evening,29/10/2024 21:00,29/10/2024 21:00,23,3.67710145,6166,36.59366265,Adverse,1
Spring,1306,430,8,12,Thursday,Afternoon,29/10/2024 22:00,29/10/2024 22:00,33,9.982900104,1093,19.1895628,Clear,1
Autumn,7986,443,13,40,Monday,Evening,29/10/2024 23:00,29/10/2024 23:00,52,39.14300589,3987,47.24835318,Adverse,1
Summer,8702,504,42,20,Friday,Afternoon,30/10/2024 00:00,30/10/2024 00:00,7,16.82351956,9627,24.09017213,Adverse,0
Spring,2368,484,8,30,Tuesday,Night,30/10/2024 01:00,30/10/2024 01:00,17,15.13150578,5947,28.56069548,Clear,0
Spring,8378,220,30,38,Thursday,Night,30/10/2024 02:00,30/10/2024 02:00,56,2.88892441,7651,41.27654117,Adverse,1
Summer,6190,237,32,3,Tuesday,Night,30/10/2024 03:00,30/10/2024 03:00,111,25.06817802,7979,13.7618053,Adverse,1
Spring,8327,549,36,28,Monday,Morning,30/10/2024 04:00,30/10/2024 04:00,4,-9.281352411,7794,3.760101438,Adverse,0
Autumn,5929,386,47,26,Friday,Night,30/10/2024 05:00,30/10/2024 05:00,25,-7.524368515,7524,35.38919892,Clear,1
Winter,9576,348,30,30,Monday,Evening,30/10/2024 06:00,30/10/2024 06:00,29,19.96792936,4144,24.15059278,Adverse,0
Autumn,4064,413,1,13,Saturday,Morning,30/10/2024 07:00,30/10/2024 07:00,53,7.083728691,4587,44.82521255,Clear,1
Winter,1889,87,43,13,Tuesday,Night,30/10/2024 08:00,30/10/2024 08:00,12,37.66581861,1076,49.13400244,Adverse,1
Winter,7774,102,39,2,Sunday,Evening,30/10/2024 09:00,30/10/2024 09:00,82,35.15953454,9959,19.95546753,Adverse,0
Autumn,1324,482,17,37,Friday,Evening,30/10/2024 10:00,30/10/2024 10:00,28,25.68531293,7553,20.77195081,Adverse,1
Autumn,2765,236,20,49,Saturday,Evening,30/10/2024 11:00,30/10/2024 11:00,2,30.90727906,9297,20.39813011,Adverse,0
Autumn,1436,588,24,38,Friday,Afternoon,30/10/2024 12:00,30/10/2024 12:00,89,23.36659248,7694,16.22770549,Clear,0
Autumn,6902,553,22,2,Saturday,Morning,30/10/2024 13:00,30/10/2024 13:00,103,-3.720894864,3873,39.08435489,Adverse,1
Summer,4345,257,29,36,Monday,Evening,30/10/2024 14:00,30/10/2024 14:00,57,28.27716848,4346,37.94978812,Clear,0
Spring,2296,576,22,26,Thursday,Afternoon,30/10/2024 15:00,30/10/2024 15:00,75,0.509598436,8024,23.93224353,Adverse,0
Winter,8745,573,44,11,Tuesday,Night,30/10/2024 16:00,30/10/2024 16:00,1,6.172142755,4148,2.233060819,Clear,0
Autumn,7714,81,9,8,Wednesday,Evening,30/10/2024 17:00,30/10/2024 17:00,74,30.96171061,1244,15.47796508,Adverse,0
Autumn,1226,171,37,44,Wednesday,Afternoon,30/10/2024 18:00,30/10/2024 18:00,107,16.82628042,3625,14.61515233,Adverse,0
Autumn,3236,116,10,40,Monday,Evening,30/10/2024 19:00,30/10/2024 19:00,27,32.99703571,4849,40.55436231,Clear,0
Summer,2413,125,36,43,Tuesday,Morning,30/10/2024 20:00,30/10/2024 20:00,81,0.651765992,8737,4.378778671,Clear,1
Autumn,8157,157,37,22,Tuesday,Morning,30/10/2024 21:00,30/10/2024 21:00,76,20.38892193,9333,40.28376895,Clear,0
Autumn,2966,203,28,20,Monday,Night,30/10/2024 22:00,30/10/2024 22:00,100,-5.810451373,1892,33.45918261,Clear,1
Autumn,9541,494,28,8,Tuesday,Evening,30/10/2024 23:00,30/10/2024 23:00,85,22.15304968,6487,36.62207296,Adverse,0
Spring,7812,145,42,29,Thursday,Afternoon,31/10/2024 00:00,31/10/2024 00:00,75,28.12670189,8251,21.61065938,Clear,0
Summer,8694,403,43,40,Monday,Night,31/10/2024 01:00,31/10/2024 01:00,1,19.2465447,8310,33.9862898,Clear,0
Autumn,8406,353,21,26,Thursday,Evening,31/10/2024 02:00,31/10/2024 02:00,100,3.311575075,3399,30.45144724,Clear,1
Winter,5376,302,24,30,Tuesday,Night,31/10/2024 03:00,31/10/2024 03:00,6,-8.432866557,5640,38.44900976,Adverse,1
Winter,7787,91,42,17,Monday,Afternoon,31/10/2024 04:00,31/10/2024 04:00,25,-4.027555802,3960,22.33849172,Adverse,1
Winter,1392,450,40,20,Tuesday,Night,31/10/2024 05:00,31/10/2024 05:00,89,21.11514895,8325,23.64128124,Adverse,0
Summer,5175,336,2,16,Monday,Night,31/10/2024 06:00,31/10/2024 06:00,87,36.72101084,2469,32.17881114,Adverse,1
Summer,2433,591,8,46,Tuesday,Night,31/10/2024 07:00,31/10/2024 07:00,75,0.326720199,4374,5.403874683,Clear,0
Winter,1880,213,48,43,Thursday,Evening,31/10/2024 08:00,31/10/2024 08:00,15,26.75130746,9847,21.81222242,Adverse,0
Autumn,1790,442,27,7,Sunday,Afternoon,31/10/2024 09:00,31/10/2024 09:00,22,33.32255316,9234,48.59754226,Clear,1
Summer,2140,127,22,16,Thursday,Morning,31/10/2024 10:00,31/10/2024 10:00,39,16.04410892,8923,1.877616003,Adverse,0
Winter,7990,273,37,45,Tuesday,Evening,31/10/2024 11:00,31/10/2024 11:00,59,23.46328979,6122,15.80023614,Clear,1
Winter,9679,435,27,47,Monday,Morning,31/10/2024 12:00,31/10/2024 12:00,72,30.75076583,6387,15.70549095,Clear,1
Autumn,1718,272,29,48,Wednesday,Morning,31/10/2024 13:00,31/10/2024 13:00,31,3.033757887,8631,31.67320596,Clear,1
Spring,5516,138,3,27,Thursday,Evening,31/10/2024 14:00,31/10/2024 14:00,14,4.844783713,8226,5.290017971,Clear,1
Summer,7381,440,44,23,Thursday,Evening,31/10/2024 15:00,31/10/2024 15:00,100,-9.968624169,6108,31.42720154,Clear,1
Autumn,1454,117,13,24,Saturday,Afternoon,31/10/2024 16:00,31/10/2024 16:00,12,38.15470654,3224,4.752012033,Adverse,0
Winter,9675,85,45,9,Wednesday,Afternoon,31/10/2024 17:00,31/10/2024 17:00,4,35.87724473,3110,4.747682371,Clear,0
Winter,7791,506,10,35,Tuesday,Night,31/10/2024 18:00,31/10/2024 18:00,74,28.22841319,1957,36.40916786,Clear,1
Autumn,1474,125,36,20,Sunday,Morning,31/10/2024 19:00,31/10/2024 19:00,73,-6.046198951,8146,16.20675869,Clear,0
Summer,4633,313,9,37,Monday,Afternoon,31/10/2024 20:00,31/10/2024 20:00,51,12.37514448,1560,48.87114739,Clear,1
Spring,5870,103,27,42,Saturday,Night,31/10/2024 21:00,31/10/2024 21:00,76,-4.905412301,8413,1.867646822,Adverse,1
Spring,4472,156,34,17,Tuesday,Afternoon,31/10/2024 22:00,31/10/2024 22:00,40,-9.203986637,2312,22.25533319,Adverse,0
Winter,5795,286,1,47,Friday,Evening,31/10/2024 23:00,31/10/2024 23:00,52,20.80914826,2821,5.656796884,Clear,1
Summer,9605,495,32,31,Sunday,Afternoon,01/11/2024 00:00,01/11/2024 00:00,109,38.04147085,6646,17.56894834,Clear,1
Spring,8728,438,25,8,Thursday,Morning,01/11/2024 01:00,01/11/2024 01:00,49,35.14340117,5945,49.91112253,Clear,0
Summer,3520,237,29,15,Friday,Afternoon,01/11/2024 02:00,01/11/2024 02:00,14,24.83774075,6374,44.44212559,Clear,0
Summer,9487,486,7,31,Thursday,Morning,01/11/2024 03:00,01/11/2024 03:00,105,-5.167970792,3651,2.416220443,Adverse,0
Winter,4536,366,49,30,Thursday,Evening,01/11/2024 04:00,01/11/2024 04:00,119,3.708201884,5701,28.16279219,Adverse,0
Spring,5568,563,3,46,Friday,Morning,01/11/2024 05:00,01/11/2024 05:00,6,6.002836344,3877,32.39111524,Clear,1
Autumn,5733,327,20,20,Sunday,Afternoon,01/11/2024 06:00,01/11/2024 06:00,39,28.15750289,6582,10.4767312,Clear,0
Winter,817,67,20,39,Friday,Night,01/11/2024 07:00,01/11/2024 07:00,27,30.11245896,6390,7.25527867,Clear,1
Spring,2896,567,30,12,Tuesday,Evening,01/11/2024 08:00,01/11/2024 08:00,31,9.255306149,5083,45.21905673,Clear,0
Spring,2662,535,35,49,Saturday,Afternoon,01/11/2024 09:00,01/11/2024 09:00,98,10.89419983,1745,48.44082207,Clear,1
Spring,3245,356,35,17,Saturday,Evening,01/11/2024 10:00,01/11/2024 10:00,14,-7.774548036,9749,49.59464287,Adverse,1
Spring,2091,223,49,42,Friday,Evening,01/11/2024 11:00,01/11/2024 11:00,111,4.456835921,1941,39.48808869,Adverse,0
Spring,6683,544,39,30,Tuesday,Afternoon,01/11/2024 12:00,01/11/2024 12:00,99,12.56425886,5023,33.17510347,Clear,0
Summer,4430,131,27,29,Saturday,Afternoon,01/11/2024 13:00,01/11/2024 13:00,84,-4.150847681,3296,17.28651261,Adverse,1
Winter,1812,297,26,19,Tuesday,Night,01/11/2024 14:00,01/11/2024 14:00,69,12.66337304,1939,8.569915616,Adverse,1
Summer,9977,163,14,46,Tuesday,Evening,01/11/2024 15:00,01/11/2024 15:00,64,32.65879061,2610,3.949029968,Adverse,0
Autumn,4811,269,17,11,Thursday,Evening,01/11/2024 16:00,01/11/2024 16:00,3,19.06605099,7300,34.66487343,Clear,0
Spring,7814,527,18,34,Saturday,Afternoon,01/11/2024 17:00,01/11/2024 17:00,10,-6.053507248,2725,39.23617076,Adverse,0
Winter,2883,513,45,7,Saturday,Morning,01/11/2024 18:00,01/11/2024 18:00,107,-0.416434058,9853,41.32268262,Adverse,1
Spring,3739,327,29,44,Thursday,Afternoon,01/11/2024 19:00,01/11/2024 19:00,25,13.72721751,8187,45.68825017,Clear,1
Winter,2639,445,20,34,Friday,Evening,01/11/2024 20:00,01/11/2024 20:00,60,8.074357491,1032,43.99647818,Adverse,1
Summer,2204,446,27,20,Thursday,Afternoon,01/11/2024 21:00,01/11/2024 21:00,36,7.936350977,6985,49.98706361,Clear,0
Winter,7424,318,18,38,Saturday,Night,01/11/2024 22:00,01/11/2024 22:00,22,16.46337241,4414,12.20320055,Adverse,1
Autumn,862,342,4,24,Saturday,Morning,01/11/2024 23:00,01/11/2024 23:00,92,19.21979608,2156,38.16538076,Clear,0
Autumn,3104,99,1,10,Sunday,Afternoon,02/11/2024 00:00,02/11/2024 00:00,84,29.84307851,4126,29.32297562,Clear,1
Winter,4786,545,1,32,Friday,Night,02/11/2024 01:00,02/11/2024 01:00,111,7.048328173,9252,13.06225662,Adverse,0
Winter,4238,279,26,15,Thursday,Evening,02/11/2024 02:00,02/11/2024 02:00,108,30.27331415,2543,49.09526611,Adverse,0
Winter,2969,188,45,37,Monday,Afternoon,02/11/2024 03:00,02/11/2024 03:00,108,6.930561456,1271,44.89490524,Clear,0
Winter,5295,579,20,20,Monday,Evening,02/11/2024 04:00,02/11/2024 04:00,112,-7.228350553,6295,6.425783422,Clear,0
Autumn,6650,319,23,3,Friday,Night,02/11/2024 05:00,02/11/2024 05:00,90,17.70938255,5076,1.307917116,Adverse,1
Spring,1056,425,10,37,Thursday,Evening,02/11/2024 06:00,02/11/2024 06:00,102,19.39511624,6902,34.41653812,Adverse,1
Winter,9517,583,11,40,Thursday,Night,02/11/2024 07:00,02/11/2024 07:00,39,36.72701228,3709,30.20653144,Adverse,0
Winter,3308,75,41,8,Tuesday,Night,02/11/2024 08:00,02/11/2024 08:00,76,26.3030663,6221,46.79078121,Adverse,1
Autumn,5650,188,41,40,Saturday,Night,02/11/2024 09:00,02/11/2024 09:00,22,35.88863262,9529,11.70026436,Clear,0
Autumn,8061,168,5,44,Wednesday,Afternoon,02/11/2024 10:00,02/11/2024 10:00,15,35.41736051,7722,4.219397395,Clear,1
Summer,3219,592,1,23,Sunday,Evening,02/11/2024 11:00,02/11/2024 11:00,93,20.22870551,9201,12.96076669,Clear,0
Winter,7006,328,17,40,Friday,Evening,02/11/2024 12:00,02/11/2024 12:00,60,16.38810327,5144,0.946382026,Adverse,0
Summer,4241,221,22,11,Wednesday,Morning,02/11/2024 13:00,02/11/2024 13:00,67,17.87204836,6606,1.794637559,Adverse,0
Autumn,4498,319,34,46,Wednesday,Morning,02/11/2024 14:00,02/11/2024 14:00,103,38.91654038,7766,45.7428903,Clear,1
Autumn,2903,161,45,8,Friday,Morning,02/11/2024 15:00,02/11/2024 15:00,79,28.65838459,1730,17.60082913,Clear,1
Spring,9280,565,41,29,Thursday,Morning,02/11/2024 16:00,02/11/2024 16:00,30,-4.68670476,5890,20.54045005,Clear,0
Winter,794,306,29,30,Friday,Evening,02/11/2024 17:00,02/11/2024 17:00,52,28.92142034,2648,0.918582727,Clear,0
Summer,5843,596,4,10,Wednesday,Night,02/11/2024 18:00,02/11/2024 18:00,105,-1.473097555,5228,13.52608901,Clear,0
Autumn,1636,190,5,39,Saturday,Night,02/11/2024 19:00,02/11/2024 19:00,24,12.36752745,3130,40.23629919,Clear,1
Autumn,2564,412,11,28,Sunday,Afternoon,02/11/2024 20:00,02/11/2024 20:00,43,0.522983609,5366,30.77454798,Adverse,1
Summer,7509,255,21,49,Sunday,Night,02/11/2024 21:00,02/11/2024 21:00,11,24.47915328,2506,37.68903005,Clear,0
Spring,5043,441,35,36,Saturday,Evening,02/11/2024 22:00,02/11/2024 22:00,89,33.86548681,3158,22.36068704,Clear,0
Autumn,1507,286,12,13,Saturday,Evening,02/11/2024 23:00,02/11/2024 23:00,100,4.518094268,3916,15.48646109,Clear,1
Winter,5945,535,26,32,Thursday,Evening,03/11/2024 00:00,03/11/2024 00:00,111,-5.89946294,4229,24.14050467,Clear,0
Autumn,5852,536,19,36,Monday,Afternoon,03/11/2024 01:00,03/11/2024 01:00,96,4.924654904,7265,16.15355342,Clear,0
Winter,9939,324,45,37,Friday,Morning,03/11/2024 02:00,03/11/2024 02:00,91,23.6180929,5136,41.94855483,Clear,1
Summer,1935,431,7,26,Sunday,Night,03/11/2024 03:00,03/11/2024 03:00,8,6.438006378,3689,14.88368578,Clear,0
Winter,1071,545,47,22,Saturday,Evening,03/11/2024 04:00,03/11/2024 04:00,11,3.905608378,8190,32.98818202,Adverse,1
Summer,2882,493,7,4,Friday,Evening,03/11/2024 05:00,03/11/2024 05:00,68,-0.778240471,3810,6.849111115,Clear,1
Winter,9937,270,26,31,Sunday,Morning,03/11/2024 06:00,03/11/2024 06:00,53,14.87582134,7152,34.34332469,Adverse,1
Summer,5584,436,40,18,Saturday,Evening,03/11/2024 07:00,03/11/2024 07:00,115,3.797441408,1012,45.66498558,Adverse,1
Winter,777,454,5,38,Sunday,Night,03/11/2024 08:00,03/11/2024 08:00,53,26.55051746,6938,30.42915773,Adverse,0
Spring,7559,509,21,24,Thursday,Afternoon,03/11/2024 09:00,03/11/2024 09:00,27,-6.1688799,8999,27.992769,Clear,1
Winter,2387,423,14,23,Monday,Evening,03/11/2024 10:00,03/11/2024 10:00,55,23.20165166,8219,48.0559134,Clear,1
Winter,1765,516,4,22,Monday,Night,03/11/2024 11:00,03/11/2024 11:00,98,1.878000728,6328,31.36982777,Clear,1
Spring,7991,285,23,2,Saturday,Evening,03/11/2024 12:00,03/11/2024 12:00,68,14.46396305,4621,12.97752166,Clear,0
Autumn,1540,190,42,31,Sunday,Morning,03/11/2024 13:00,03/11/2024 13:00,97,4.304496102,4683,14.61955119,Clear,0
Autumn,9609,535,20,11,Thursday,Evening,03/11/2024 14:00,03/11/2024 14:00,109,26.1384338,8872,35.26533213,Clear,0
Winter,8573,336,15,28,Tuesday,Evening,03/11/2024 15:00,03/11/2024 15:00,97,37.26535201,6310,36.77182969,Clear,1
Spring,9577,215,45,46,Friday,Afternoon,03/11/2024 16:00,03/11/2024 16:00,76,35.85383897,1652,15.17481159,Clear,0
Winter,3252,277,29,32,Friday,Morning,03/11/2024 17:00,03/11/2024 17:00,102,19.17131076,6799,17.2671989,Clear,1
